               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 138,            0.041344,            0.032861,          0.00076001,              0.5935,             0.51477,             0.49532,             0.20031,            0.035751,            0.028687,          0.00097753,            0.007808,            0.007808,            0.007808
                 139,            0.041167,            0.033339,          0.00090421,             0.59259,             0.51361,              0.4939,              0.2001,            0.035745,            0.028677,          0.00097677,            0.007792,            0.007792,            0.007792
                 140,            0.040908,            0.033389,          0.00096727,             0.58757,             0.51611,             0.49506,             0.20108,            0.035738,            0.028671,          0.00097368,            0.007776,            0.007776,            0.007776
                 141,            0.041027,            0.033096,          0.00076987,             0.58804,             0.51905,             0.49841,             0.20198,            0.035732,            0.028658,          0.00097106,             0.00776,             0.00776,             0.00776
                 142,            0.041034,            0.033171,          0.00074994,             0.58919,             0.51873,              0.4989,             0.20266,            0.035725,             0.02865,          0.00096948,            0.007744,            0.007744,            0.007744
                 143,            0.041413,            0.033369,          0.00081004,             0.58554,             0.51907,              0.4974,             0.20248,            0.035719,            0.028647,          0.00096895,            0.007728,            0.007728,            0.007728
                 144,            0.041422,            0.033548,            0.001038,             0.58489,             0.50894,             0.49761,             0.20269,            0.035711,            0.028641,          0.00096926,            0.007712,            0.007712,            0.007712
                 145,            0.041111,            0.033212,          0.00091723,             0.58143,             0.50821,             0.49801,             0.20225,            0.035704,            0.028635,          0.00097104,            0.007696,            0.007696,            0.007696
                 146,            0.041115,            0.033122,          0.00085214,             0.57913,             0.51339,             0.49704,             0.20219,            0.035698,            0.028626,            0.000972,             0.00768,             0.00768,             0.00768
                 147,            0.040993,            0.033335,          0.00072359,             0.57987,             0.51125,              0.4989,             0.20241,            0.035692,            0.028621,          0.00097043,            0.007664,            0.007664,            0.007664
                 148,            0.040933,            0.032919,          0.00071346,             0.57704,             0.51548,             0.49975,             0.20303,            0.035686,            0.028611,           0.0009712,            0.007648,            0.007648,            0.007648
